"ID","IE","Inscription","Object Type","Inscription Type","Location","Low Date","High Date","Date","Date Span","Low Date Uncertain","High Date Uncertain","Notes"
"514","514","Catalog of the Prytaneis of the Tribe of Antiokhis","Stele","Other/Uncertain","South Wall","186","196","191","10","FALSE","FALSE",""
"515","515","Statue Base for the Hierophant who Saved the Hiera During the Kostoboki Invasion, Probably Not from the Sanctuary","Base","Dedication","","191","201","196","10","FALSE","FALSE",""
"516","516","Statue Base for the Hierophant who Saved the Hiera During the Invasion of the Kostoboki.","Column/Herm","Dedication","North of the Telesterion","191","201","196","10","FALSE","FALSE",""
"517","517","Statue Base(?) for an Unknown Individual","Base","Dedication","","193","211","202","18","FALSE","TRUE",""
"518","518","Based Dedicated in Honor of the Emperor Septimius Severus and the Empress Iul. Domna","Base","Dedication","","195","198","196.5","3","FALSE","FALSE",""
"519","519","Statue Base for the Empress Iul. Domna","Base","Dedication","","195","198","196.5","3","FALSE","FALSE",""
"520","520","Statue Base for Kl. Themistokleia, Daughter of the Daduch Kl. Philippos, Hearth-Initiate","Base","Dedication","","175","200","187.5","25","FALSE","FALSE",""
"521","521","Statue Base for Kl. Menandra, Daughter of Kl. Philippos","Base","Dedication","","175","200","187.5","25","FALSE","FALSE",""
"522","522","Statue Base for Nikostrate Menneou Berenikidou, Hearth-Initiate","Base","Dedication","","175","200","187.5","25","FALSE","TRUE",""
"523","523","Statue Base for Ael. Epilampsis, Daughter of Ael. Gelos of Phaleron, Priestess of Demeter and Kore","Other/Fragment","Dedication","Before the Telestrion","175","200","187.5","25","FALSE","FALSE",""
"524","524","Statue Base for an Unknown Daughter of T. Fl. Leosthenes of Paiania","Base","Dedication","","175","200","187.5","25","FALSE","TRUE",""
"525","525","Base Dedicated by an Unknown Party","Base","Dedication","","175","200","187.5","25","FALSE","FALSE",""
"526","526","List of Men and WOmen","Base","Other/Uncertain","","101","200","150.5","99","TRUE","TRUE",""
"527","527","Dedication by Neokleides, Victor in the Eleusinia","Base","Dedication","","101","200","150.5","99","TRUE","TRUE",""
"528","528","Herm Honoring Demetrios Apolloniou Marathonios","Base","Dedication","","101","200","150.5","99","TRUE","TRUE",""
"529","529","Herm Honoring Demetrios Apolloniou Marathonios","Base","Dedication","","101","200","150.5","99","TRUE","TRUE",""
"530","530","Relief Dedicated by Alkamenes, Pyrphoros","Base","Dedication","","101","200","150.5","99","TRUE","TRUE",""
"531","531","Statue Base for an Unknown Exegete of the Eumolpidai","Base","Dedication","Before the Telestrion","101","200","150.5","99","TRUE","TRUE",""
"532","532","Dedicatory Base for the Aparkhe","Base","Dedication","Outer Courtyard","101","200","150.5","99","TRUE","TRUE",""
"533","533","Statue Base for an Unknown High-Priest","Base","Dedication","","101","200","150.5","99","TRUE","TRUE",""
"534","534","Statue Base for an Unknown [-]mmios","Base","Dedication","","101","200","150.5","99","TRUE","TRUE",""
"535","535","Statue Base for a Hearth-Initiate","Base","Dedication","","101","200","150.5","99","TRUE","TRUE",""
"536","536","Statue Base for Lolliane, Daughter of Glaukos","Base","Dedication","","101","200","150.5","99","TRUE","TRUE",""
"537","537","Statue Base for an Unknown Individaul","Base","Dedication","","101","200","150.5","99","TRUE","TRUE",""
"538","538","Statue Base(?) for an Unknown Individual","Base","Dedication","","101","200","150.5","99","TRUE","TRUE",""
"539","539","Statue Base for an Unknown Individual","Base","Dedication","","101","200","150.5","99","TRUE","TRUE",""
"540","540","Statue Base for an Unknown Individual","Base","Dedication","","101","200","150.5","99","TRUE","TRUE",""
"541","541","Statue Base for an Unknown Individual","Base","Dedication","","101","200","150.5","99","TRUE","TRUE",""
"542","542","Statue Base for an Unknown Individual","Altar","Dedication","","101","200","150.5","99","TRUE","TRUE",""
"543","543","Statue Base for an Unknown Klaudios","Base","Dedication","","101","200","150.5","99","TRUE","TRUE",""
"544","544","Statue Base for an Unknown Exegete","Base","Dedication","","101","200","150.5","99","TRUE","TRUE",""
"545","545","Statue Base for an Unknown Exegete of the Eumolpidai","Base","Dedication","","101","200","150.5","99","TRUE","TRUE",""
"546","546","Statue Base for Praxagoras of Melite","Base","Dedication","","101","200","150.5","99","TRUE","TRUE",""
"547","547","Statue Base(?) for an Unknown Individual","Base","Dedication","","101","200","150.5","99","TRUE","TRUE",""
"548","548","Statue Base for an Unknown Individual","Base","Dedication","","101","200","150.5","99","TRUE","TRUE",""
"549","549","Statue Base for an Unknown Priestess of Demeter and Kore","Base","Dedication","","101","200","150.5","99","TRUE","TRUE",""
"550","550","Statue Base for an Unknown Exegete(?) of the Eumolpidai","Base","Dedication","","101","200","150.5","99","TRUE","TRUE",""
"551","551","Large Monument in Honor of an Unknown Hearth-Initiate","Base","Dedication","","101","200","150.5","99","TRUE","TRUE",""
"552","552","Regulation(?) Concerning Dedications in the Sanctuary","Column/Herm","Edict/Regulation","","101","200","150.5","99","TRUE","TRUE",""
"553","553","Measuring Table","Base","Other/Uncertain","","101","200","150.5","99","TRUE","TRUE",""
"554","554","Fragmentary Inscription from an Architrave","Base","Other/Uncertain","","101","200","150.5","99","TRUE","TRUE",""
"555","555","Fragment from an Architectural Block","Base","Other/Uncertain","","101","200","150.5","99","TRUE","TRUE",""
"556","556","Fragment on an Architectural(?) Block","Base","Other/Uncertain","","101","200","150.5","99","TRUE","TRUE",""
"557","557","Statue Base for an Unknown Individual","Building or Monument","Dedication","","101","200","150.5","99","TRUE","TRUE",""
"558","558","Statue Base for an Unknown Son or Daughter of a Nummios","Building or Monument","Dedication","","101","200","150.5","99","TRUE","TRUE",""
"559","559","Base Dedicated by an Unknown Party","Base","Dedication","","101","200","150.5","99","TRUE","TRUE",""
"560","560","Statue Base for an Unknown Individual","Base","Dedication","","101","200","150.5","99","TRUE","TRUE",""
"561","561","Statue Base for an Unknown Individual","Base","Dedication","","101","200","150.5","99","TRUE","TRUE",""
"562","562","Statue Base for an Unknown Individual","Base","Dedication","","101","200","150.5","99","TRUE","TRUE",""
"563","563","Statue Base for an Unknown Individual","Base","Dedication","","101","200","150.5","99","TRUE","TRUE",""
"564","564","Statue Base for an Unknown Individual","Base","Dedication","","101","200","150.5","99","TRUE","TRUE",""
"565","565","Statue Base for an Unknown Individual","Base","Dedication","","101","200","150.5","99","TRUE","TRUE",""
"566","566","Statue Base for an Unknown Individual","Base","Dedication","","101","200","150.5","99","TRUE","TRUE",""
"567","567","Statue Base for an Unknown Individual","Base","Dedication","","101","200","150.5","99","TRUE","TRUE",""
"568","568","Statue Base for an Unknown Hearth-Initiate","Base","Dedication","","101","200","150.5","99","TRUE","TRUE",""
"569","569","Statue Base for an Unknown Individual","Base","Dedication","","101","200","150.5","99","TRUE","TRUE",""
"570","570","Statue Base for an Unknown Individual","Base","Dedication","","101","200","150.5","99","TRUE","TRUE",""
"571","571","Statue Base for an Unknown Individual","Stele","Dedication","","101","200","150.5","99","TRUE","TRUE",""
"572","572","Statue Base(?) for an Unknown Individual","Column/Herm","Dedication","","101","200","150.5","99","TRUE","TRUE",""
"573","573","Statue Base for an Unknown Individual","Base","Dedication","","101","200","150.5","99","TRUE","TRUE",""
"574","574","Statue Base for an Unknown Individual","Base","Dedication","","101","200","150.5","99","TRUE","TRUE",""
"575","575","Statue Base(?) for an Unknown Individual","Base","Dedication","","101","200","150.5","99","TRUE","TRUE",""
"576","576","Statue Base for an Unknown Individual","Base","Dedication","","101","200","150.5","99","TRUE","TRUE",""
"577","577","Herm in Honor of an Unknown Individual","Base","Dedication","","101","200","150.5","99","TRUE","TRUE",""
"578","578","Statue Base for an Unknown Individual","Base","Dedication","","101","200","150.5","99","TRUE","TRUE",""
"579","579","Statue Base for an Unknown Individual","Base","Dedication","","101","200","150.5","99","TRUE","TRUE",""
"580","580","Statue Base for an Unknown Individual","Base","Dedication","","101","200","150.5","99","TRUE","TRUE",""
"581","581","Statue Base for an Unknown Individual","Base","Dedication","","101","200","150.5","99","TRUE","TRUE",""
"582","582","Statue Base for an Unknown Individual","Base","Dedication","","101","200","150.5","99","TRUE","TRUE",""
"583","583","Statue Base for an Unknown Individual","Base","Dedication","","101","200","150.5","99","TRUE","TRUE",""
"584","584","Dedication(?) by and Unknown Party","Stele","Dedication","","201","300","250.5","99","FALSE","FALSE",""
"585","585","Statue Base for an Unknown Individual","Base","Dedication","","201","300","250.5","99","FALSE","FALSE",""
"586","586","Epigram","Column/Herm","Verse","","201","300","250.5","99","FALSE","FALSE",""
"587","587","Statue Base for T. Fl. Ateiemtos Son of T. Fl. Agathon of Peiraieus, Hearth-Initiate","Column/Herm","Dedication","","201","300","250.5","99","FALSE","FALSE",""
"588","588","Statue Base for Sabeiniane Hamillo, Priestess of Athena Polias, Probably Not from the Sanctuary","Other/Fragment","Dedication","","201","300","250.5","99","FALSE","FALSE",""
"589","589","Base Dedicated by Philoi","Base","Other/Uncertain","Outer Courtyard","201","300","250.5","99","FALSE","FALSE",""
"590","590","Statue Base for an Unknown Daughter of an Unknown Pythokhrestos Exegete","Base","Dedication","","201","300","250.5","99","FALSE","FALSE",""
"591","591","Statue Base for an Unknown Hearth-Initiate","Base","Dedication","","201","300","250.5","99","FALSE","TRUE",""
"592","592","Statue Base for an Unknown Individual","Base","Dedication","","201","300","250.5","99","FALSE","FALSE",""
"593","593","Statue Base for an Unknown Pompeia A[-]","Base","Dedication","","201","300","250.5","99","FALSE","FALSE",""
"594","594","Statue Base for an Unknown Priestess of Demeter and Kore","Base","Dedication","","201","300","250.5","99","FALSE","FALSE",""
"595","595","Statue Base(?) Celebrating a Victory","Base","Dedication","","201","300","250.5","99","FALSE","FALSE",""
"596","596","Statue Base for an Unknown Individual","Base","Dedication","","201","300","250.5","99","FALSE","FALSE",""
"597","597","Statue Base(?) for and Unknown Emperor","Base","Dedication","","201","300","250.5","99","FALSE","TRUE",""
"598","598","Dedicatory Base for an Unknown Individual","Base","Dedication","","201","300","250.5","99","FALSE","TRUE",""
"599","599","Statue Base for P. Ael. [-]","Base","Dedication","","201","300","250.5","99","FALSE","FALSE",""
"600","600","Base Dedicated by Unknown Party","Base","Dedication","","201","300","250.5","99","FALSE","FALSE",""
"601","601","Statue Base for Unknown Official","Base","Dedication","","201","300","250.5","99","FALSE","FALSE",""
"602","602","Statue Base(?) for an Unknown Individual","Base","Dedication","","201","300","250.5","99","FALSE","FALSE",""
"603","603","Statue Base(?) for an Unknown Individual","Base","Dedication","","201","300","250.5","99","FALSE","TRUE",""
"604","604","Statue Base for an Unknown Individual","Base","Dedication","","201","300","250.5","99","FALSE","TRUE",""
"605","605","Statue Base for an Unknown Individual","Base","Dedication","","201","300","250.5","99","FALSE","TRUE",""
"606","606","Statue Base for an Unknown Individual","Base","Dedication","","201","300","250.5","99","FALSE","TRUE",""
"607","607","Statue Base for an Unknown Individual","Base","Dedication","","201","300","250.5","99","FALSE","TRUE",""
"608","608","Statue Base(?) for an Unknown Individual","Base","Dedication","","201","300","250.5","99","FALSE","TRUE",""
"609","609","Statue Base for an Unknown Individual","Base","Dedication","","201","300","250.5","99","FALSE","TRUE",""
"610","610","Statue Base(?) for an Unknown Individual","Building or Monument","Dedication","","201","300","250.5","99","FALSE","TRUE",""
"611","611","Statue Base for an Unknown Individual","Other/Fragment","Dedication","","201","300","250.5","99","FALSE","TRUE",""
"612","612","Statue Base for an Unknown Individual","Other/Fragment","Dedication","","201","300","250.5","99","FALSE","FALSE",""
"613","613","Statue Base(?) for an Unknown Individual","Building or Monument","Dedication","","201","300","250.5","99","FALSE","FALSE",""
"614","614","Statue Base(?) for an Unknown Individual","Other/Fragment","Dedication","","201","300","250.5","99","FALSE","FALSE",""
"615","615","Statue Base(?) for an Unknown Individual","Building or Monument","Dedication","","201","300","250.5","99","FALSE","FALSE",""
"616","616","Statue Base(?) for an Unknown Individual","Base","Dedication","","201","300","250.5","99","FALSE","TRUE",""
"617","617","Statue Base for an Unknown Individual","Base","Dedication","","201","300","250.5","99","FALSE","FALSE",""
"618","618","Decree(?)","Base","Dedication","","201","300","250.5","99","FALSE","FALSE",""
"619","619","Dedication of a Bath","Base","Dedication","","201","300","250.5","99","FALSE","FALSE",""
"620","620","Statue Base(?) for an Unknown Individual","Base","Other/Uncertain","","201","300","250.5","99","FALSE","TRUE",""
"621","621","P. Ael. Herennia, Daughter of P. Ael. Apollonios, Hearth Initiate","Base","Dedication","","175","225","200","50","FALSE","FALSE",""
"622","622","Statue Base for an Unknown Grandson of T. Kl. Sospis, Daduch","Base","Dedication","Upper Terrace","195","205","200","10","FALSE","FALSE",""
"623","623","Statue Base for a Sekoundos, Eumolpid","Base","Dedication","","195","205","200","10","FALSE","FALSE",""
"624","624","Statue Base for a M. Aur. Prosdektos Pistokratous Kephalethen","Base","Dedication","Before the Telestrion","195","205","200","10","FALSE","FALSE",""
"625","625","Statue Base for M. Gavius Gallicanus, Proconsul Asiae, Eumolpid","Base","Dedication","Upper Terrace","195","205","200","10","FALSE","FALSE",""
"626","626","Statue Base for the Sophist P. Herennius Ptolemais, Son of P. Herennius, Hierokeryx","Base","Dedication","North of the Telesterion","301","325","313","24","FALSE","FALSE",""
"627","627","Statue Base for P. Herennius Ptolemaios of Hermos","Base","Dedication","","301","325","313","24","FALSE","TRUE",""
"628","628","Statue Base for Xenagoras, Son of Xenagoras and Praxagora","Base","Verse","","301","325","313","24","FALSE","FALSE",""
"629","629","Statue Base for an Unknown Sister of Likinios Kallistomakhos","Base","Dedication","Before the Telestrion","200","210","205","10","TRUE","TRUE",""
"630","630","Statue Base for Ful. Plautianos","Base","Dedication","Before the Telestrion","203","205","204","2","FALSE","FALSE",""
"631","631","Statue Base for the Hierophant Apollinarios","Base","Dedication","Before the Telestrion","205","215","210","10","FALSE","FALSE",""
"632","632","Statue Base for Kl. Menandra, Daughter of the Daduch Kl. Philippos","Base","Dedication","Before the Telestrion","205","215","210","10","FALSE","TRUE",""
"633","633","Statue Base for Rouphenia, Mother of Iul. the Hierokeryx","Base","Dedication","","210","225","217.5","15","FALSE","FALSE",""
"634","634","Statue Base for Ptolemaios, Son of Serenos of Gaza","Base","Dedication","","201","212","206.5","11","FALSE","FALSE",""
"635","635","Statue Base for Aur. Magna, Hearth-Initiate","Base","Dedication","","212","222","217","10","FALSE","FALSE",""
"636","636","Statue Base for Aur. Paramona, Daughter of Aur. Paramonos of Lamptrai, Heath-Initiate","Base","Dedication","","212","222","217","10","FALSE","FALSE",""
"699","637","Statue Base for Apollonios, Son of Apollonios, Hierophant","Base","Verse","","210","220","215","10","FALSE","FALSE",""
"700","637","Statue Base for Apollonios, Son of Apollonios, Hierophant","Base","Verse","","215","225","220","10","FALSE","FALSE",""
"638","638","Decree of the Athenians Concerning the Transport of the Sacred Objects","Base","Decree","South Wall","215","225","220","10","FALSE","FALSE",""
"639","639","Statue Base for Honoratiane Polykharmis, Daughter of Honoratianos Polykharmos, Hearth-Initiate","Base","Dedication","North of the Telesterion","215","225","220","10","FALSE","FALSE",""
"640","640","Dedication Honoring an Unknown Fabius [-], Hearth Initiate","Base","Dedication","","225","250","237.5","25","FALSE","TRUE",""
"641","641","Statue Base for Eunike, Daughter of Kallaischoros of Phillaidai","Base","Dedication","","225","250","237.5","25","FALSE","TRUE",""
"642","642","Statue Base for Polyelos Xeinagorou, Hearth-Initiate","Stele","Dedication","Between the Propylaea","225","250","237.5","25","FALSE","FALSE",""
"643","643","Edict by an Unknown Party","Base","Edict/Regulation","Between the Propylaea","225","235","230","10","TRUE","TRUE",""
"644","644","Statue Base for M. Ulpios Eubiotos Leuros Gargettios","Base","Dedication","","225","235","230","10","FALSE","FALSE",""
"645","645","Statue Base for Kassianos, Hierokeryx","Base","Dedication","Before the Telestrion","231","241","236","10","FALSE","FALSE",""
"646","646","Statue Base for T. Fl. Gklaukos Glaukou Marathonios, Hierophant","Base","Verse","Before the Telestrion","230","240","235","10","FALSE","FALSE",""
"647","647","Herm Dedicated to the Emperor Maximinus","Base","Dedication","","235","236","235.5","1","FALSE","FALSE",""
"648","648","Statue Base for Iun. Themistokleia, Daughter of Honoratiane Polykharmis, Hearth-Initiate","Base","Dedication","","235","245","240","10","FALSE","FALSE",""
"649","649","Statue Base for an Unknown Hierophant","Base","Dedication","Before the Telestrion","235","245","240","10","FALSE","FALSE",""
"650","650","Statue Base for Nikagoras, Hierokeryx and Sophist","Base","Dedication","Before the Telestrion","245","255","250","10","FALSE","FALSE",""
"651","651","Dionysia, Daughter of Hermippis, Priestess of Demeter and Kore","Base","Dedication","","225","275","250","50","FALSE","FALSE",""
"652","652","Statue Base for an Unknown Relative of an Orator","Base","Dedication","","225","275","250","50","FALSE","TRUE",""
"653","653","Statue Base for a Unknown T. Fl., Altar-Priest","Column/Herm","Dedication","","225","275","250","50","FALSE","TRUE",""
"654","654","Statue Base for Aerarios Sosipatros, Daduch","Base","Dedication","","250","300","275","50","FALSE","TRUE",""
"655","655","Letter of the Emperor Gallienus to the Athenians Concerning the Mysteries","Base","Epistle","","265","265","265","0","FALSE","FALSE",""
"656","656","Statue Base for P. Ael. Herennius Dexippos of Hermos, Priest of the Panages","Base","Dedication","North of the Telesterion","265","275","270","10","TRUE","TRUE",""
"657","657","Statue Base with a Verse Dedication to an Unknown Individual","Base","Verse","","265","275","270","10","TRUE","TRUE",""
"658","658","Dedicatory Base Set up by Initiates, Pyrros and Roupheinos","Base","Dedication","","265","275","270","10","TRUE","TRUE",""
"659","659","Statue Base for Eunike Kallaiskhrou Marathoniou","Base","Verse","Before the Telestrion","275","300","287.5","25","FALSE","FALSE",""
"660","660","Statue Base for the Emperors Diocletian and Maximianus","Base","Dedication","","286","305","295.5","19","FALSE","FALSE",""
"661","661","Statue Base for an Unknown Proconsul","Base","Dedication","Before the Telestrion","200","300","250","100","FALSE","FALSE",""
"662","662","Statue Base for an Unknown Individual","Base","Dedication","Before the Telestrion","200","300","250","100","TRUE","TRUE",""
"663","663","Statue Base for an Unknown Exegete of the Eumolpidai(?)","Base","Dedication","","200","300","250","100","TRUE","TRUE",""
"664","664","Statue Base(?) for an Unknown Individual","Base","Other/Uncertain","","200","300","250","100","TRUE","TRUE",""
"665","665","Statue Base for an Unknown Individual","Base","Dedication","","200","300","250","100","TRUE","TRUE",""
"666","666","Base Dedicated by an Unknown Party","Base","Dedication","","1","300","150.5","299","FALSE","FALSE",""
"667","667","Base Dedicated by an Unknown party","Base","Dedication","","1","300","150.5","299","FALSE","FALSE",""
"668","668","Altar Dedicated to Kourotrophos","Base","Dedication","","1","300","150.5","299","FALSE","FALSE",""
"669","669","Altar Dedicated to an Unknown Figure","Base","Dedication","","1","300","150.5","299","FALSE","FALSE",""
"670","670","Base(?) Dedicated by an Unknown Party","Base","Other/Uncertain","","1","300","150.5","299","FALSE","FALSE",""
"671","671","Base(?) Dedicated by an Unknown Party","Base","Other/Uncertain","","1","300","150.5","299","FALSE","FALSE",""
"672","672","Fragmentary Inscription","Base","Other/Uncertain","","1","300","150.5","299","FALSE","FALSE",""
"673","673","Base Honoring an Unknown Individual","Base","Other/Uncertain","","1","300","150.5","299","FALSE","FALSE",""
"674","674","Fragmentary Inscription","Base","Other/Uncertain","","1","300","150.5","299","FALSE","FALSE",""
